"","Year","Scenario","OM","Rho","Frequency","HCR","SSB","SSBest","F_full","Fest","Catchsim","Catchest","R","Rest","REESSB","REEF","rhoSSB","rhoF"
"413",2030,8,3,"No rho-adjustment","Two year updates",4,18338.695419431,9707.633,0.151622691279924,0.2796822,2037.13875023925,1958.4035,5296024.85214991,1824760,33.7907829818704,-51.6491062668461,0.579682563573287,-0.340310762980687
"414",2031,8,3,"No rho-adjustment","Two year updates",4,19154.641158249,10302.605,0.151624637229547,0.26304335,1862.12198096993,1865.195,5501554.77965549,2036312,30.6884130754212,-51.6490695196817,0.626957494249973,-0.353524781742257
"415",2032,8,3,"No rho-adjustment","Two year updates",4,19244.166875874,10969.665,0.20664573798127,0.3413174,2513.36744057624,2528.5845,5486700.47294121,2053801,26.0648236987765,-52.6702532166606,0.657850042275669,-0.361308993702491
"416",2033,8,3,"No rho-adjustment","Two year updates",4,19030.494911044,10959.525,0.206645400102846,0.32374505,2357.52941779344,2355.2805,5186498.40956899,2167658,26.600276598463,-52.6695449077894,0.69283208155662,-0.372895786437148
"417",2034,8,3,"No rho-adjustment","Two year updates",4,18515.3953025634,11344.455,0.252406795900898,0.38572535,2883.54386153425,2928.368,5599849.35117355,2479080.5,7.93690226868349,-42.3574969436474,0.731025067646871,-0.382740098531323
"418",2035,8,3,"No rho-adjustment","Two year updates",4,18029.1153506149,10877.975,0.252404690919448,0.3558683,2629.95968730735,2634.012,5559918.13526419,2736351.5,11.3792119432328,-42.3570504804784,0.755774147134168,-0.386167631805001
"419",2036,8,3,"No rho-adjustment","Two year updates",4,16884.3543482106,11502.305,0.27477617953045,0.33934615,2717.14635714704,2723.8635,5442319.78710157,2742485.5,-9.13765802495274,-13.0379449692995,0.763303237506259,-0.386694156666742
"420",2037,8,3,"No rho-adjustment","Two year updates",4,16237.1520802616,11973.28,0.274777734524451,0.30136785,2528.46320283514,2515.3555,5185237.23647316,2793714,-6.69713040434089,-13.0386432088715,0.733284261441433,-0.373027815897113
"421",1986,9,4,"No rho-adjustment","Two year updates",1,19762.3253137479,22333.79,0.96721,0.9613876,10222.2117404492,9885.1765,10390600,10315745,NA,NA,NA,NA
"422",1987,9,4,"No rho-adjustment","Two year updates",1,22869.3398007813,23509.04,0.836977,0.8456435,9552.78922229662,9613.54,16225800,16340990,NA,NA,NA,NA
"423",1988,9,4,"No rho-adjustment","Two year updates",1,23492.8210477734,24592.015,0.852962,0.85506315,10371.7186038432,10404.715,16847800,16925815,NA,NA,NA,NA
"424",1989,9,4,"No rho-adjustment","Two year updates",1,24657.575866121,25841.17,0.6555,0.6566196,8661.99725402585,8689.751,30233800,30532895,NA,NA,NA,NA
"425",1990,9,4,"No rho-adjustment","Two year updates",1,25916.299774528,32264.87,0.956372,0.95834175,14190.2337174231,14181.005,4526620,4536927.5,NA,NA,NA,NA
"426",1991,9,4,"No rho-adjustment","Two year updates",1,32324.2609542823,35216,1.19324,1.1925605,17983.2863255155,17979.41,4628870,4656614.5,NA,NA,NA,NA
"427",1992,9,4,"No rho-adjustment","Two year updates",1,35286.3736026559,29813.255,1.2111,1.215735,16866.2860547185,16914.745,8321060,8415235.5,NA,NA,NA,NA
"428",1993,9,4,"No rho-adjustment","Two year updates",1,29839.6104623965,18512.45,1.31222,1.3222655,11264.5927687408,11257.33,8306270,8410347.5,NA,NA,NA,NA
"429",1994,9,4,"No rho-adjustment","Two year updates",1,18589.6835553337,12152.83,1.60134,1.627722,7569.7294364631,7573.162,10593000,10651470,NA,NA,NA,NA
"430",1995,9,4,"No rho-adjustment","Two year updates",1,12248.594333658,10567.105,1.4559,1.4604605,5812.68752603277,5791.9585,3499470,3509952.5,NA,NA,NA,NA
"431",1996,9,4,"No rho-adjustment","Two year updates",1,10606.7541505173,11143.915,1.05505,1.0590245,5004.94271390847,5018.559,3785520,3811938,NA,NA,NA,NA
"432",1997,9,4,"No rho-adjustment","Two year updates",1,11158.2262763514,11412.97,0.990981,0.9899138,5452.39682951323,5470.458,3111340,3132115.5,NA,NA,NA,NA
"433",1998,9,4,"No rho-adjustment","Two year updates",1,11427.4627637247,9406.4335,0.862996,0.862589,4213.11884967446,4209.8095,5080230,5088679.5,NA,NA,NA,NA
"434",1999,9,4,"No rho-adjustment","Two year updates",1,9426.17011325249,8295.6215,0.762063,0.7629283,3321.00345107869,3320.4,4473680,4489663,NA,NA,NA,NA
"435",2000,9,4,"No rho-adjustment","Two year updates",1,8295.84887937448,8487.1795,0.524024,0.5225897,2429.52995882958,2439.2245,8768560,8771926.5,NA,NA,NA,NA
"436",2001,9,4,"No rho-adjustment","Two year updates",1,8487.57038236314,10698.445,0.624922,0.62244815,3527.58635573087,3529.2005,5105900,5116682,NA,NA,NA,NA
"437",2002,9,4,"No rho-adjustment","Two year updates",1,10685.6184281756,12825.67,0.666422,0.6639754,4393.98626538913,4398.593,1316070,1328900.5,NA,NA,NA,NA
"438",2003,9,4,"No rho-adjustment","Two year updates",1,12810.6054847068,13903.78,0.531522,0.52739215,4240.30130518796,4241.7295,5760720,5755997,NA,NA,NA,NA
"439",2004,9,4,"No rho-adjustment","Two year updates",1,13890.4673509062,13707.445,0.558618,0.5583935,4684.84266674882,4685.64,2064430,2078641,NA,NA,NA,NA
"440",2005,9,4,"No rho-adjustment","Two year updates",1,13703.0695296639,12543.245,0.647474,0.64644,4707.14898920724,4707.857,6694740,6706595.5,NA,NA,NA,NA
"441",2006,9,4,"No rho-adjustment","Two year updates",1,12533.3631200887,11449.755,0.879411,0.88161115,5284.61296808407,5303.3805,4096920,4080205.5,NA,NA,NA,NA
"442",2007,9,4,"No rho-adjustment","Two year updates",1,11440.9025630236,9937.765,0.582746,0.5842643,3162.68866177007,3169.058,6912250,6926685,NA,NA,NA,NA
"443",2008,9,4,"No rho-adjustment","Two year updates",1,9960.38801345118,11601.53,0.617485,0.61465395,3897.5212219248,3891.0485,5430370,5442421.5,NA,NA,NA,NA
"444",2009,9,4,"No rho-adjustment","Two year updates",1,11613.6339928854,12671.88,0.82387,0.8244824,5274.08022463136,5278.8705,4118280,4142285,NA,NA,NA,NA
"445",2010,9,4,"No rho-adjustment","Two year updates",1,12673.0324813669,12306.505,0.934049,0.9336186,5663.61270731584,5664.8855,2736090,2762857.5,NA,NA,NA,NA
"446",2011,9,4,"No rho-adjustment","Two year updates",1,12325.9728242629,10622.655,1.04277,1.0434525,5398.15407044603,5400.371,1711080,1737180,NA,NA,NA,NA
"447",2012,9,4,"No rho-adjustment","Two year updates",1,10642.9303237429,8016.9395,1.50474,1.515344,5152.42581169981,5175.01,1645230,1672763,NA,NA,NA,NA
"448",2013,9,4,"No rho-adjustment","Two year updates",1,8019.45803935258,4489.0715,1.69086,1.716277,3039.01853263798,3042.9725,1681620,1715475.5,NA,NA,NA,NA
"449",2014,9,4,"No rho-adjustment","Two year updates",1,4516.21619272397,2657.582,2.17901,2.2122215,1947.80968159971,1945.395,787682,806344.85,NA,NA,NA,NA
"450",2015,9,4,"No rho-adjustment","Two year updates",1,2676.99893825405,1762.522,2.22469,2.209706,1245.11330805809,1241.429,2701790,2755156,NA,NA,NA,NA
"451",2016,9,4,"No rho-adjustment","Two year updates",1,1759.86013695055,1462.769,0.370279,0.36150755,260.642551934867,260.17915,1184440,1207491,NA,NA,NA,NA
"452",2017,9,4,"No rho-adjustment","Two year updates",1,1439.88101254476,2607.832,0.459487,0.4449623,580.032677377118,579.0222,757999,777760.35,NA,NA,NA,NA
"453",2018,9,4,"No rho-adjustment","Two year updates",1,2555.22478328137,3637.085,0.419339,0.40574815,860.913139705072,862.1796,1845300,1891897,NA,NA,NA,NA
"454",2019,9,4,"No rho-adjustment","Two year updates",1,3552.2021825003,4102.615,0.0332553234753415,0.03233188,97.1513578368833,97.253255,870684.557104761,899563.75,-21.9153539833803,1118.30885433788,NA,NA
"455",2020,9,4,"No rho-adjustment","Two year updates",1,3974.07959492041,5569.8265,0.0329359764524475,0.032138845,135.398189080762,136.35955,1963128.02162583,1992591,11.8064402309973,-9.90465283346123,0.0106141828963327,-0.01200696007734
"456",2021,9,4,"No rho-adjustment","Two year updates",1,5429.68238003562,7245.683,0.0329357114598115,0.031950845,181.767529769173,183.16575,1596922.83161927,1611020.5,-18.4615939610979,-9.90487522820481,0.00559241767080214,-0.00365365648138093
"457",2022,9,4,"No rho-adjustment","Two year updates",1,7070.96002514537,9337.9505,0.0557797996183138,0.054554925,399.871581715817,398.47485,2754631.80024234,2857121.5,11.2519251897715,-49.627232131659,0.0100406140173727,-0.00630810066596277
"458",2023,9,4,"No rho-adjustment","Two year updates",1,9080.56583547184,12073.05,0.0557798128538733,0.054598525,525.084312247086,527.09975,2850920.28595974,2902978,-13.5039360188122,-49.626236605004,0.00597468893612807,-0.000191128398962353
"459",2024,9,4,"No rho-adjustment","Two year updates",1,11719.2727259269,14127.48,0.109690618887406,0.1066171,1164.32593004812,1160.621,3480137.68333357,3559583.5,11.5424910139425,-55.2283664888194,0.00625543797721281,-0.00301810317709108
"460",2025,9,4,"No rho-adjustment","Two year updates",1,13834.4356122592,16028.815,0.109690790270246,0.10697035,1315.37956199057,1314.797,2377958.45774052,2443771,-5.0587886157222,-55.2280524562364,0.00393449652784074,0.000749411022307696
"461",2026,9,4,"No rho-adjustment","Two year updates",1,15703.0008800319,18586.665,0.146449340186965,0.1410361,1996.66185472538,2002.6805,2479342.39036047,2554669.5,11.4637831821494,-35.0940548681638,0.00670937587867696,-0.00434770204407326
"462",2027,9,4,"No rho-adjustment","Two year updates",1,18138.0982803888,19857.335,0.146450013264864,0.1401334,2177.18458551542,2175.6505,3350603.06869425,3493552,-3.58206796608057,-35.0944371020078,0.00681211795878869,-0.000247840736258455
"463",2028,9,4,"No rho-adjustment","Two year updates",1,19469.7963778934,21258.18,0.155408371660649,0.1504177,2499.26770581179,2495.0765,1526874.57905156,1604171,12.1751691883281,-17.5610086379107,0.00570913400602406,-0.000556219426887319
"464",2029,9,4,"No rho-adjustment","Two year updates",1,20669.2501012306,22218.95,0.155410036135599,0.14965795,2585.06915832115,2595.2965,1775065.63014701,1850753.5,4.99515568695011,-17.5612403749337,0.0152748415476781,-0.00961984915313963
"465",2030,9,4,"No rho-adjustment","Two year updates",1,21566.1794803202,22924.555,0.161965558131392,0.1551028,2787.29687388638,2781.765,1433760.12605744,1544641,13.8771397742354,-16.8023454188181,0.0117090922864197,-0.0054069878106833
"466",2031,9,4,"No rho-adjustment","Two year updates",1,22181.4983697622,22763.915,0.161964709625047,0.1530753,2778.95055087379,2794.3365,1295391.58154732,1441904.5,10.6435611837099,-16.8021861652538,0.0188820325198977,-0.0141055746181354
"467",2032,9,4,"No rho-adjustment","Two year updates",1,21895.6304519344,22039.435,0.166585764483852,0.1552293,2805.90404114607,2781.115,1120550.9665322,1205117,15.3906671334618,-17.1781219474492,0.0150471703255982,-0.0127378463115417
"468",2033,9,4,"No rho-adjustment","Two year updates",1,21167.6919817353,20704.4,0.166583690775815,0.15642855,2567.91869886323,2574.6905,1066738.2606008,1166094.5,19.1000948081972,-17.1785884851299,0.0188572529929791,-0.0185608281281714
"469",2034,9,4,"No rho-adjustment","Two year updates",1,19494.4317208674,19269.84,0.174071824644918,0.15465265,2469.62898800871,2490.5255,1788408.46174856,1930662,13.4506673199499,-18.4581612873375,0.0207881542052601,-0.0176758384445264
"470",2035,9,4,"No rho-adjustment","Two year updates",1,18071.7819030601,18072.095,0.174071742790436,0.1549698,2272.34911451673,2246.495,2021887.42867698,2249570.5,23.0839251494242,-18.458102776946,0.0292182321046071,-0.0251045797826613
"471",2036,9,4,"No rho-adjustment","Two year updates",1,16808.5114315386,16831.335,0.170204048749924,0.15042355,2024.35546720788,2029.522,1919337.23030422,2079784,12.4415727206041,-13.5026001317659,0.0281611859327061,-0.0240548782841111
"472",2037,9,4,"No rho-adjustment","Two year updates",1,15222.2751278249,16363.095,0.170203584416445,0.14630575,1911.02653476863,1917.1625,1334649.79755269,1469469,24.7955932404384,-13.5023028472259,0.040371085245839,-0.0363954477906409
"473",1986,10,4,"No rho-adjustment","Two year updates",2,19779.0559173948,22361.985,0.96721,0.96189095,10289.8306405873,9850.589,10390600,10322960,NA,NA,NA,NA
"474",1987,10,4,"No rho-adjustment","Two year updates",2,23002.3898962771,23484.825,0.836977,0.84510415,9568.90876538186,9647.4855,16225800,16341410,NA,NA,NA,NA
"475",1988,10,4,"No rho-adjustment","Two year updates",2,23527.5536354993,24618.035,0.852962,0.8534069,10380.2783849561,10399.88,16847800,16813485,NA,NA,NA,NA
"476",1989,10,4,"No rho-adjustment","Two year updates",2,24673.770915933,25808.815,0.6555,0.66162705,8662.93908895977,8677.421,30233800,30316105,NA,NA,NA,NA
"477",1990,10,4,"No rho-adjustment","Two year updates",2,25918.4377740177,32211.1,0.956372,0.96028135,14193.1047517814,14212.115,4526620,4559068.5,NA,NA,NA,NA
"478",1991,10,4,"No rho-adjustment","Two year updates",2,32329.3259748061,35156.155,1.19324,1.1995095,17984.3123062584,17972.12,4628870,4736594,NA,NA,NA,NA
"479",1992,10,4,"No rho-adjustment","Two year updates",2,35287.9671876473,29714.5,1.2111,1.216681,16866.5428072117,16904.385,8321060,8359507.5,NA,NA,NA,NA
"480",1993,10,4,"No rho-adjustment","Two year updates",2,29840.0061011154,18499.29,1.31222,1.3244765,11264.6580394228,11265.945,8306270,8372342.5,NA,NA,NA,NA
"481",1994,10,4,"No rho-adjustment","Two year updates",2,18589.7800416761,12153.035,1.60134,1.6211125,7569.74522169794,7565.355,10593000,10619775,NA,NA,NA,NA
"482",1995,10,4,"No rho-adjustment","Two year updates",2,12248.6156011874,10575.365,1.4559,1.465098,5812.69002346576,5813.898,3499470,3498166.5,NA,NA,NA,NA
"483",1996,10,4,"No rho-adjustment","Two year updates",2,10606.7576613087,11120.955,1.05505,1.052032,5004.94311675296,5002.8225,3785520,3806833.5,NA,NA,NA,NA
"484",1997,10,4,"No rho-adjustment","Two year updates",2,11158.2269466322,11408.06,0.990981,0.98757025,5452.39694017899,5457.1765,3111340,3112579.5,NA,NA,NA,NA
"485",1998,10,4,"No rho-adjustment","Two year updates",2,11427.462954796,9410.806,0.862996,0.86265025,4213.1188805347,4202.085,5080230,5058352.5,NA,NA,NA,NA
"486",1999,10,4,"No rho-adjustment","Two year updates",2,9426.17017132345,8288.123,0.762063,0.7622074,3321.00346089636,3316.7925,4473680,4483265.5,NA,NA,NA,NA
"487",2000,10,4,"No rho-adjustment","Two year updates",2,8295.84889943331,8466.5965,0.524024,0.52404335,2429.52996168758,2423.919,8768560,8801118,NA,NA,NA,NA
"488",2001,10,4,"No rho-adjustment","Two year updates",2,8487.5703900277,10665.21,0.624922,0.6240758,3527.58635731207,3516.837,5105900,5105183.5,NA,NA,NA,NA
"489",2002,10,4,"No rho-adjustment","Two year updates",2,10685.6184318914,12797.845,0.666422,0.66600505,4393.98626611506,4394.535,1316070,1314555.5,NA,NA,NA,NA
"490",2003,10,4,"No rho-adjustment","Two year updates",2,12810.6054863353,13867.91,0.531522,0.52966665,4240.30130544608,4237.786,5760720,5779159,NA,NA,NA,NA
"491",2004,10,4,"No rho-adjustment","Two year updates",2,13890.4673515909,13703.215,0.558618,0.5584661,4684.84266687781,4697.386,2064430,2067268,NA,NA,NA,NA
"492",2005,10,4,"No rho-adjustment","Two year updates",2,13703.0695299934,12494.22,0.647474,0.65071495,4707.14898927461,4710.7565,6694740,6684024,NA,NA,NA,NA
"493",2006,10,4,"No rho-adjustment","Two year updates",2,12533.363120243,11409.14,0.879411,0.87701355,5284.61296811963,5266.9545,4096920,4115769,NA,NA,NA,NA
"494",2007,10,4,"No rho-adjustment","Two year updates",2,11440.9025630897,9939.9795,0.582746,0.5842619,3162.68866177915,3167.135,6912250,6942116,NA,NA,NA,NA
"495",2008,10,4,"No rho-adjustment","Two year updates",2,9960.38801347365,11612.92,0.617485,0.61700785,3897.52122192913,3909.2015,5430370,5445679,NA,NA,NA,NA
"496",2009,10,4,"No rho-adjustment","Two year updates",2,11613.6339928957,12641.99,0.82387,0.82581165,5274.0802246337,5266.626,4118280,4142014.5,NA,NA,NA,NA
"497",2010,10,4,"No rho-adjustment","Two year updates",2,12673.0324813714,12313.25,0.934049,0.93439765,5663.61270731675,5661.321,2736090,2757540.5,NA,NA,NA,NA
"498",2011,10,4,"No rho-adjustment","Two year updates",2,12325.9728242646,10608.83,1.04277,1.0402195,5398.15407044635,5399.7755,1711080,1725964,NA,NA,NA,NA
"499",2012,10,4,"No rho-adjustment","Two year updates",2,10642.9303237434,7993.9935,1.50474,1.513525,5152.42581169992,5160.164,1645230,1678577.5,NA,NA,NA,NA
"500",2013,10,4,"No rho-adjustment","Two year updates",2,8019.45803935274,4502.366,1.69086,1.709942,3039.018532638,3047.6575,1681620,1720908.5,NA,NA,NA,NA
"501",2014,10,4,"No rho-adjustment","Two year updates",2,4516.216192724,2668.3035,2.17901,2.2079435,1947.80968159971,1954.0325,787682,805665.8,NA,NA,NA,NA
"502",2015,10,4,"No rho-adjustment","Two year updates",2,2676.99893825405,1768.899,2.22469,2.2152895,1245.11330805809,1247.8265,2701790,2758948.5,NA,NA,NA,NA
"503",2016,10,4,"No rho-adjustment","Two year updates",2,1759.86013695055,1465.0435,0.370279,0.36469985,260.642551934867,262.40515,1184440,1209848.5,NA,NA,NA,NA
"504",2017,10,4,"No rho-adjustment","Two year updates",2,1439.88101254476,2608.941,0.459487,0.4491034,580.032677377118,583.0316,757999,777749.55,NA,NA,NA,NA
"505",2018,10,4,"No rho-adjustment","Two year updates",2,2555.22478328137,3640.554,0.419339,0.4055616,860.913139705072,860.379,1845300,1884557,NA,NA,NA,NA
"506",2019,10,4,"No rho-adjustment","Two year updates",2,3552.2021825003,4096.8145,0.0481901310929428,0.04569233,139.914235086169,139.17855,893154.518288898,906136.25,-22.9941636352855,778.843736370688,NA,NA
"507",2020,10,4,"No rho-adjustment","Two year updates",2,3974.19102345792,5535.324,0.0425178833886872,0.04080339,172.374370124236,172.37655,1968253.3048234,2011780,10.2089858749434,1.33248086943464,0.00156536020456202,-0.00487934630946555
"508",2021,10,4,"No rho-adjustment","Two year updates",2,5376.05849185905,7163.9505,0.0425179289271634,0.040667705,230.758154287163,228.00075,1491132.29829334,1542984.5,-18.6362352189096,1.33431707773949,-0.00063563072413779,0.00173277168471072
"509",2022,10,4,"No rho-adjustment","Two year updates",2,6967.08942986972,9133.93,0.063693571332231,0.06161866,440.079331100255,438.85255,2748997.71588119,2816087,10.7418974655338,-41.377324422597,-0.00286262900368356,0.00619903843234471
"510",2023,10,4,"No rho-adjustment","Two year updates",2,8868.55729664878,11808.285,0.0636937363355178,0.06120316,577.445194252513,577.8736,2827024.21932357,2909155.5,-13.1521899169028,-41.3773323120463,-0.00122161540947443,0.00554193382546632
"511",2024,10,4,"No rho-adjustment","Two year updates",2,11433.4302745703,13866.575,0.108884100957653,0.1051419,1136.12381596641,1131.565,3494838.30085295,3559319,11.8917071566038,-50.2988844308879,0.00280793611356367,0.00245118859057043
"512",2025,10,4,"No rho-adjustment","Two year updates",2,13423.8526404441,15744.365,0.108883832868174,0.1056721,1300.62420989061,1304.494,2437208.07447668,2496304,-4.62251038716808,-50.2988670651936,-0.000671275735745985,0.0065441869389951
"513",2026,10,4,"No rho-adjustment","Two year updates",2,15192.0631532739,18310.505,0.150968312506699,0.14493905,2007.14650549531,1999.336,2465144.0360869,2556788.5,12.1296888235592,-35.7481694193474,0.00456935659846018,0.000970622436258288
